"Branch","Store Code","Model Name","Model (SKU)","Sale","Return","Stock"
"GANDHINAGAR","2239262","APPLE iPhone 13 Mini -  256GB  Pink","MLK73HN/A","1","0","0"
"GANDHINAGAR","2239262","APPLE iPhone 13 Pro Max -  256GB  Gold","MLLD3HN/A","1","0","0"
"GANDHINAGAR","2239262","APPLE iPhone 13 Pro Max -  128GB  Graphite","MLV93HN/A","1","0","0"
"ICHALKARANJI 1","2221553","APPLE iPhone 11 - 128GB Black","MHDH3HN/A","0","0","1"
"ICHALKARANJI 1","2221553","APPLE iPhone 12 Mini - 128GB White","MGE43HN/A","0","0","1"
"ICHALKARANJI 1","2221553","APPLE iPhone XR - 128GB Black","MH7L3HN/A","0","0","2"
"ICHALKARANJI 1","2221553","APPLE iPhone 11 - 64GB Black","MHDA3HN/A","0","0","1"
"ICHALKARANJI 1","2221553","APPLE iPhone 11 - 128GB Green","MHDN3HN/A","1","0","0"
"ICHALKARANJI 1","2221553","APPLE iPhone 11 - 64GB Green","MHDG3HN/A","0","0","1"
"ICHALKARANJI 1","2221553","APPLE iPhone 11 - 64GB Purple","MHDF3HN/A","1","0","0"
"ICHALKARANJI 1","2221553","APPLE iPhone 12 Pro - 128GB Graphite","MGMK3HN/A","0","0","1"
"ICHALKARANJI 1","2221553","APPLE Watch Series 6 GPS + Cellular 44mm Graphite Stainless Steel Case with Black Sport Band - M09H3HN/A","M09H3HN/A","0","0","1"
"ICHALKARANJI 1","2221553","APPLE AirPods with Charging Case (MV7N2HN/A) White ","MV7N2HN/A","1","0","2"
"ICHALKARANJI 1","2221553","APPLE AirPods pro with Wireless Charging Case (MWP22HN/A) White","MWP22HN/A","1","0","0"
"ICHALKARANJI 1","2221553","APPLE Watch SE GPS + Cellular 44mm Space Gray Aluminium Case with Black Sport Band - Regular - MYF02HN/A","MYF02HN/A","0","0","1"
"ICHALKARANJI 1","2221553","APPLE iPhone 13 -  128GB  Starlight","MLPG3HN/A","0","0","1"
"MUMBAI Warehouse","9","APPLE AirPods with Charging Case (MV7N2HN/A) White ","MV7N2HN/A","0","0","4"
"MUMBAI Warehouse","9","APPLE AirPods pro with Wireless Charging Case (MWP22HN/A) White","MWP22HN/A","0","0","1"
"ICHALKARANJI 3","2472711","APPLE iPhone 11 - 128GB Black","MHDH3HN/A","1","0","0"
"ICHALKARANJI 3","2472711","APPLE iPhone 11 - 128GB White","MHDJ3HN/A","0","0","1"
"ICHALKARANJI 3","2472711","APPLE iPhone 11 - 128GB Purple","MHDM3HN/A","0","0","1"
"ICHALKARANJI 3","2472711","APPLE iPhone 11 - 64GB Black","MHDA3HN/A","0","0","1"
"ICHALKARANJI 3","2472711","APPLE iPhone 11 - 128GB Green","MHDN3HN/A","0","0","1"
"ICHALKARANJI 3","2472711","APPLE iPhone 12 Pro Max - 256GB Gold","MGDE3HN/A","1","0","0"
"ICHALKARANJI 3","2472711","APPLE AirPods with Charging Case (MV7N2HN/A) White ","MV7N2HN/A","1","0","0"
"ICHALKARANJI 3","2472711","APPLE AirPods pro with Wireless Charging Case (MWP22HN/A) White","MWP22HN/A","0","0","1"
"ICHALKARANJI 3","2472711","APPLE iPhone 13 -  128GB  Midnight","MLPF3HN/A","0","0","1"
"ICHALKARANJI 3","2472711","APPLE iPhone 13 -  128GB  Blue","MLPK3HN/A","1","0","0"
"JAYSINGPUR","2221559","APPLE iPhone 11 - 64GB Black","MHDA3HN/A","0","0","1"
"JAYSINGPUR","2221559","APPLE iPhone 11 - 128GB Green","MHDN3HN/A","1","0","0"
"JAYSINGPUR","2221559","APPLE iPhone 11 - 64GB Green","MHDG3HN/A","0","0","1"
"JAYSINGPUR","2221559","APPLE AirPods with Charging Case (MV7N2HN/A) White ","MV7N2HN/A","0","0","1"
"J M ROAD","2472706","APPLE iPhone 11 - 128GB Black","MHDH3HN/A","1","0","0"
"J M ROAD","2472706","APPLE iPhone 11 - 128GB White","MHDJ3HN/A","1","0","0"
"J M ROAD","2472706","APPLE iPhone 11 - 128GB Purple","MHDM3HN/A","1","0","0"
"J M ROAD","2472706","APPLE iPhone 12 Mini - 128GB White","MGE43HN/A","1","0","0"
"J M ROAD","2472706","APPLE iPhone XR - 128GB Black","MH7L3HN/A","1","0","0"
"J M ROAD","2472706","APPLE iPhone 11 - 64GB Black","MHDA3HN/A","2","0","0"
"J M ROAD","2472706","APPLE iPhone 11 - 128GB Green","MHDN3HN/A","4","0","0"
"J M ROAD","2472706","APPLE iPhone 11 - 64GB Green","MHDG3HN/A","1","0","1"
"J M ROAD","2472706","APPLE iPhone 11 - 64GB Purple","MHDF3HN/A","1","0","0"
"J M ROAD","2472706","APPLE iPhone 12 - 128GB Black","MGJA3HN/A","1","0","0"
"J M ROAD","2472706","APPLE iPhone 12 Pro - 256GB Pacific Blue","MGMT3HN/A","0","0","1"
"J M ROAD","2472706","APPLE iPhone 12 Pro - 128GB Gold","MGMM3HN/A","0","0","1"
"J M ROAD","2472706","APPLE Watch Series 6 GPS + Cellular 44mm Graphite Stainless Steel Case with Black Sport Band - M09H3HN/A","M09H3HN/A","0","0","1"
"J M ROAD","2472706","APPLE 12.9-inch iPad?Pro Wi-Fi - 128GB Space Grey - MY2H2HN/A","MY2H2HN/A","0","0","1"
"J M ROAD","2472706","APPLE AirPods with Charging Case (MV7N2HN/A) White ","MV7N2HN/A","0","0","4"
"J M ROAD","2472706","APPLE AirPods pro with Wireless Charging Case (MWP22HN/A) White","MWP22HN/A","0","0","2"
"J M ROAD","2472706","APPLE Home Pod (MQHW2HN/A) Space grey","MQHW2HN/A","0","0","1"
"J M ROAD","2472706","APPLE Watch SE GPS + Cellular 44mm Space Gray Aluminium Case with Black Sport Band - Regular - MYF02HN/A","MYF02HN/A","0","0","1"
"J M ROAD","2472706","APPLE iPad Pro (3rd Generation) 11 inch Wi-Fi -  128GB  Space Gray - MHQR3HN/A","MHQR3HN/A","0","0","1"
"J M ROAD","2472706","APPLE iPad Pro (3rd Generation) 11 inch Wi-Fi + Cellular -  256GB  Space grey  MHW73HN/A","MHW73HN/A","0","0","1"
"J M ROAD","2472706","APPLE iPhone 13 -  128GB  Midnight","MLPF3HN/A","1","0","0"
"J M ROAD","2472706","APPLE iPhone 13 Mini -  128GB  Midnight","MLK03HN/A","1","0","0"
"J M ROAD","2472706","APPLE iPhone 13 Mini -  256GB  Pink","MLK73HN/A","1","0","0"
"J M ROAD","2472706","APPLE iPhone 13 Pro Max -  256GB  Graphite","MLLA3HN/A","1","0","0"
"J M ROAD","2472706","APPLE iPhone 13 Pro Max -  128GB  Graphite","MLV93HN/A","1","0","0"
"J M ROAD","2472706","APPLE iPhone 13 Mini -  256GB  Red","MLK83HN/A","1","0","0"
"J M ROAD","2472706","APPLE iPhone 13 Mini -  128GB  Blue","MLK43HN/A","1","0","0"
"J M ROAD","2472706","APPLE iPad WiFi + Cell 10.2 Inch (9th  Generation) -  256GB  Space Grey - MK4E3HN/A","MK4E3HN/A","0","0","1"
"KAGAL","2221560","APPLE iPhone 11 - 128GB Black","MHDH3HN/A","1","0","0"
"KAGAL","2221560","APPLE iPhone 11 - 64GB Black","MHDA3HN/A","0","0","1"
"KAGAL","2221560","APPLE AirPods with Charging Case (MV7N2HN/A) White ","MV7N2HN/A","0","0","1"
"KANKAVALI 1","2221561","APPLE iPhone 11 - 128GB Purple","MHDM3HN/A","0","0","1"
"KANKAVALI 1","2221561","APPLE iPhone 11 - 64GB White","MHDC3HN/A","0","0","1"
"KARAD 1","2221554","APPLE iPhone 11 - 128GB White","MHDJ3HN/A","0","0","1"
"KARAD 1","2221554","APPLE iPhone XR - 128GB Black","MH7L3HN/A","0","0","1"
"KARAD 1","2221554","APPLE iPhone 12 - 64GB Black","MGJ53HN/A","1","0","0"
"KARAD 1","2221554","APPLE iPhone 11 - 64GB Black","MHDA3HN/A","1","0","1"
"KARAD 1","2221554","APPLE iPhone 11 - 64GB Green","MHDG3HN/A","0","0","1"
"KARAD 1","2221554","APPLE iPhone 12 Pro - 256GB Pacific Blue","MGMT3HN/A","0","0","1"
"KARAD 1","2221554","APPLE AirPods with Charging Case (MV7N2HN/A) White ","MV7N2HN/A","0","0","1"
"KARAD 1","2221554","APPLE AirPods pro with Wireless Charging Case (MWP22HN/A) White","MWP22HN/A","0","0","1"
"KARAD 1","2221554","APPLE iPhone 13 -  128GB  Starlight","MLPG3HN/A","1","0","0"
"KARAD 1","2221554","APPLE iPhone 13 -  128GB  Blue","MLPK3HN/A","1","0","0"
"KARAD 1","2221554","APPLE iPhone 13 Pro -  256GB  Sierra Blue","MLVP3HN/A","1","0","0"
"KARAD 1","2221554","APPLE iPhone 13 Pro Max -  128GB  Graphite","MLV93HN/A","0","0","1"
"KARAD 1","2221554","APPLE Watch SE GPS 44mm  Space Gray Aluminium Midnight Sport Band - MKQ63HN/A","MKQ63HN/A","0","0","1"
"KARAD 1","2221554","APPLE iPhone 13 Mini -  256GB  Midnight","MLK53HN/A","0","0","1"
"KAWATHE MAHNKAL","2399371","APPLE iPhone 11 - 128GB White","MHDJ3HN/A","0","0","1"
"KOREGAON","3422693","APPLE AirPods with Charging Case (MV7N2HN/A) White ","MV7N2HN/A","0","0","1"
"KUDAL","2399395","APPLE iPhone 11 - 128GB Black","MHDH3HN/A","1","0","0"
"KUDAL","2399395","APPLE iPhone 11 - 64GB White","MHDC3HN/A","0","0","1"
"KUDAL","2399395","APPLE iPhone XR - 128GB White","MH7M3HN/A","0","0","1"
"KUDAL","2399395","APPLE iPhone 12 - 128GB Black","MGJA3HN/A","1","0","1"
"KUDAL","2399395","APPLE AirPods with Charging Case (MV7N2HN/A) White ","MV7N2HN/A","0","0","1"
"LATUR 1","2385247","APPLE iPhone 11 - 128GB Purple","MHDM3HN/A","1","0","0"
"LATUR 1","2385247","APPLE iPhone XR - 128GB White","MH7M3HN/A","0","0","1"
"LATUR 1","2385247","APPLE iPhone 11 - 64GB Black","MHDA3HN/A","0","0","1"
"LATUR 1","2385247","APPLE Watch SE GPS 44mm Space Gray Aluminium Case with Black Sport Band - MYDT2HN/A","MYDT2HN/A","0","0","1"
"LATUR 1","2385247","APPLE AirPods with Charging Case (MV7N2HN/A) White ","MV7N2HN/A","0","0","1"
"LATUR 1","2385247","APPLE AirPods pro with Wireless Charging Case (MWP22HN/A) White","MWP22HN/A","0","0","1"
"LATUR 1","2385247","APPLE iPhone 13 -  128GB  Starlight","MLPG3HN/A","1","0","0"
"LATUR 2","2850212","APPLE iPhone 11 - 64GB White","MHDC3HN/A","0","0","1"
"LATUR 2","2850212","APPLE iPhone 11 - 64GB Black","MHDA3HN/A","0","0","1"
"LATUR 2","2850212","APPLE iPhone 12 - 128GB Black","MGJA3HN/A","1","0","0"
"LATUR 2","2850212","APPLE Watch Series 6 GPS + Cellular 40mm Blue Aluminium Case with Deep Navy Sport Band - M06Q3HN/A","M06Q3HN/A","0","0","1"
"LATUR 2","2850212","APPLE AirPods with Charging Case (MV7N2HN/A) White ","MV7N2HN/A","0","0","1"
"LATUR 2","2850212","APPLE iPhone 12 -  128GB  Purple","MJNP3HN/A","0","0","1"
"MANCHAR","2850210","APPLE iPhone 11 - 128GB Black","MHDH3HN/A","0","0","1"
"MANCHAR","2850210","APPLE iPhone 11 - 128GB White","MHDJ3HN/A","1","0","0"
"MARGAO 1","3152245","APPLE iPhone 11 - 128GB Black","MHDH3HN/A","1","0","1"
"MARGAO 1","3152245","APPLE iPhone 11 - 64GB White","MHDC3HN/A","0","0","1"
"MARGAO 1","3152245","APPLE iPhone 11 - 64GB Black","MHDA3HN/A","0","0","1"
"MARGAO 1","3152245","APPLE iPhone 11 - 64GB Green","MHDG3HN/A","0","0","1"
"MARGAO 1","3152245","APPLE iPhone 11 - 64GB Purple","MHDF3HN/A","0","0","1"
"MARGAO 1","3152245","APPLE iPhone 12 Pro Max - 128GB Graphite","MGD73HN/A","0","0","1"
"MARGAO 1","3152245","APPLE AirPods with Charging Case (MV7N2HN/A) White ","MV7N2HN/A","1","0","3"
"MARGAO 1","3152245","APPLE Home Pod (MQHW2HN/A) Space grey","MQHW2HN/A","0","0","1"
"MARGAO 1","3152245","APPLE iPhone 12 -  128GB  Purple","MJNP3HN/A","0","0","1"
"MARGAO 1","3152245","APPLE iPhone 13 -  128GB  Starlight","MLPG3HN/A","1","0","0"
"MARGAO 1","3152245","APPLE iPhone 13 Mini -  128GB  Midnight","MLK03HN/A","0","0","1"
"MARGAO 1","3152245","APPLE iPhone 13 Pro -  128GB  Sierra Blue","MLVD3HN/A","1","0","0"
"MARGAO 1","3152245","APPLE iPhone 13 Pro Max -  256GB  Graphite","MLLA3HN/A","1","0","0"
"MARGAO 1","3152245","APPLE iPad WiFi 10.2 Inch (9th  Generation) -  64GB  Silver - MK2L3HN/A","MK2L3HN/A","1","0","0"
"MIRAJ 1","2221562","APPLE iPhone 11 - 128GB White","MHDJ3HN/A","0","0","1"
"MIRAJ 1","2221562","APPLE iPhone 11 - 64GB Black","MHDA3HN/A","0","0","1"
"MIRAJ 2","2472705","APPLE iPhone 12 - 128GB Black","MGJA3HN/A","1","0","0"
"MIRAJKAR TIKATI","2221563","APPLE iPhone 11 - 128GB Black","MHDH3HN/A","1","0","0"
"MIRAJKAR TIKATI","2221563","APPLE iPhone 11 - 128GB Purple","MHDM3HN/A","1","0","0"
"MIRAJKAR TIKATI","2221563","APPLE iPhone 11 - 128GB Green","MHDN3HN/A","1","0","0"
"MIRAJKAR TIKATI","2221563","APPLE iPhone 11 - 64GB Green","MHDG3HN/A","2","0","0"
"MIRAJKAR TIKATI","2221563","APPLE iPhone 12 - 128GB Black","MGJA3HN/A","1","0","0"
"MIRAJKAR TIKATI","2221563","APPLE iPhone 12 Pro Max - 128GB Silver","MGD83HN/A","0","0","1"
"MIRAJKAR TIKATI","2221563","APPLE Watch Series 6 GPS 44mm Gold Aluminium Case with Pink Sand Sport - M00E3HN/A","M00E3HN/A","1","0","0"
"MIRAJKAR TIKATI","2221563","APPLE AirPods with Charging Case (MV7N2HN/A) White ","MV7N2HN/A","0","0","2"
"MIRAJKAR TIKATI","2221563","APPLE iPhone 13 -  128GB  Starlight","MLPG3HN/A","1","0","0"
"MIRAJKAR TIKATI","2221563","APPLE iPhone 13 Pro Max -  128GB  Sierra Blue","MLL93HN/A","1","0","0"
"MIRAJKAR TIKATI","2221563","APPLE iPhone 13 Mini -  128GB  Blue","MLK43HN/A","0","0","1"
"MUDHAL TITTA","2399374","APPLE iPhone 11 - 128GB White","MHDJ3HN/A","1","0","0"
"NAGAR 1","2221547","APPLE AirPods with Charging Case (MV7N2HN/A) White ","MV7N2HN/A","1","0","0"
"NAGAR 1","2221547","APPLE iPhone 13 -  128GB  Midnight","MLPF3HN/A","1","0","0"
"NAGAR 2","2399340","APPLE iPhone 11 - 128GB Green","MHDN3HN/A","1","0","0"
"NAGAR 3","2399341","APPLE iPhone 11 - 128GB Black","MHDH3HN/A","0","0","1"
"NAGAR 3","2399341","APPLE iPhone 11 - 128GB Purple","MHDM3HN/A","0","0","1"
"NAGAR 3","2399341","APPLE iPhone 11 - 64GB Green","MHDG3HN/A","1","0","0"
"NAGAR 3","2399341","APPLE iPhone 12 Mini - 128GB Blue","MGE63HN/A","0","0","1"
"NAGAR 3","2399341","APPLE AirPods with Charging Case (MV7N2HN/A) White ","MV7N2HN/A","1","0","2"
"NAGAR 3","2399341","APPLE AirPods pro with Wireless Charging Case (MWP22HN/A) White","MWP22HN/A","0","0","1"
"NAGAR 3","2399341","APPLE iPad Pro (3rd Generation) 11 inch Wi-Fi -  128GB  Space Gray - MHQR3HN/A","MHQR3HN/A","0","0","1"
"NAGAR 3","2399341","APPLE iPhone 13 -  128GB  Midnight","MLPF3HN/A","1","0","0"
"NAGAR 3","2399341","APPLE iPhone 13 -  128GB  Starlight","MLPG3HN/A","1","0","0"
"NAGAR 3","2399341","APPLE iPhone 13 Pro Max -  128GB  Graphite","MLV93HN/A","1","0","0"
"NAGAR 3","2399341","APPLE iPad WiFi 10.2 Inch (9th  Generation) -  64GB  Space Grey - MK2K3HN/A","MK2K3HN/A","1","0","0"
"NAGAR 3","2399341","APPLE iPad WiFi + Cell 10.2 Inch (9th  Generation) -  64GB  Space Grey - MK473HN/A","MK473HN/A","0","0","1"
"PANDHARPUR","2221565","APPLE iPhone 11 - 64GB Black","MHDA3HN/A","0","0","1"
"PANDHARPUR","2221565","APPLE iPhone 11 - 128GB Green","MHDN3HN/A","1","0","0"
"PANDHARPUR","2221565","APPLE iPhone 11 - 64GB Green","MHDG3HN/A","0","0","1"
"PANDHARPUR","2221565","APPLE iPhone 12 - 128GB Green","MGJF3HN/A","0","0","1"
"PANDHARPUR","2221565","APPLE AirPods pro with Wireless Charging Case (MWP22HN/A) White","MWP22HN/A","0","0","1"
"PETH VADGAON","2221566","APPLE iPhone 11 - 128GB Black","MHDH3HN/A","1","0","0"
"PETH VADGAON","2221566","APPLE iPhone 11 - 128GB Green","MHDN3HN/A","1","0","0"
"PETH VADGAON","2221566","APPLE iPhone 12 - 128GB Black","MGJA3HN/A","1","0","0"
"PETH VADGAON","2221566","APPLE AirPods with Charging Case (MV7N2HN/A) White ","MV7N2HN/A","0","0","1"
"PETH VADGAON","2221566","APPLE iPhone 13 -  128GB  Midnight","MLPF3HN/A","1","0","0"
"PETH VADGAON","2221566","APPLE iPhone 13 Pro Max -  256GB  Gold","MLLD3HN/A","1","0","0"
"PHALTAN 1","2685024","APPLE iPhone 11 - 128GB Purple","MHDM3HN/A","1","0","0"
"PHALTAN 1","2685024","APPLE iPhone 11 - 64GB Black","MHDA3HN/A","0","0","1"
"PHALTAN 1","2685024","APPLE iPhone 12 - 128GB Black","MGJA3HN/A","0","0","1"
"PIMPRI","2239261","APPLE iPhone 11 - 128GB Black","MHDH3HN/A","2","0","0"
"PIMPRI","2239261","APPLE iPhone 11 - 128GB White","MHDJ3HN/A","1","0","0"
"PIMPRI","2239261","APPLE iPhone 12 Mini - 128GB White","MGE43HN/A","0","0","1"
"PIMPRI","2239261","APPLE iPhone 11 - 64GB Black","MHDA3HN/A","0","0","2"
"PIMPRI","2239261","APPLE iPhone 12 - 128GB White","MGJC3HN/A","1","0","0"
"PIMPRI","2239261","APPLE iPhone 12 Pro - 256GB Gold","MGMR3HN/A","0","0","1"
"PIMPRI","2239261","APPLE iPhone 12 Pro - 128GB Pacific Blue","MGMN3HN/A","0","0","1"
"PIMPRI","2239261","APPLE 10.2-inch iPad Wi-Fi + Cellular - 32GB Space Grey - MYMH2HN/A","MYMH2HN/A","0","0","1"
"PIMPRI","2239261","APPLE 12.9-inch iPad?Pro Wi-Fi - 128GB Space Grey - MY2H2HN/A","MY2H2HN/A","0","0","1"
"PIMPRI","2239261","APPLE AirPods with Charging Case (MV7N2HN/A) White ","MV7N2HN/A","0","0","3"
"PIMPRI","2239261","APPLE AirPods pro with Wireless Charging Case (MWP22HN/A) White","MWP22HN/A","1","0","2"
"PIMPRI","2239261","APPLE iPad Pro (3rd Generation) 11 inch Wi-Fi + Cellular -  128GB  Space Gray - MHW53HN/A","MHW53HN/A","0","0","1"
"PIMPRI","2239261","APPLE iPhone 13 -  128GB  Midnight","MLPF3HN/A","2","0","0"
"PIMPRI","2239261","APPLE iPhone 13 -  128GB  Red","MLPJ3HN/A","1","0","0"
"PIMPRI","2239261","APPLE iPhone 13 Pro Max -  256GB  Sierra Blue","MLLE3HN/A","1","0","0"
"PIMPRI","2239261","APPLE iPhone 13 Pro Max -  128GB  Graphite","MLV93HN/A","0","0","1"
"PIMPRI","2239261","APPLE Watch SE GPS 44mm  Space Gray Aluminium Midnight Sport Band - MKQ63HN/A","MKQ63HN/A","0","0","1"
"PIMPRI","2239261","APPLE iPhone 13 Mini -  256GB  Red","MLK83HN/A","1","0","0"
"PIMPRI","2239261","APPLE iPad WiFi 10.2 Inch (9th  Generation) -  64GB  Space Grey - MK2K3HN/A","MK2K3HN/A","1","0","0"
"PIMPRI","2239261","APPLE iPhone 13 Pro -  1TB  Graphite","MLVV3HN/A","0","0","1"
"RAJARAMPURI 1","3087919","APPLE iPhone 11 - 64GB Black","MHDA3HN/A","1","0","0"
"RAJARAMPURI 1","3087919","APPLE AirPods with Charging Case (MV7N2HN/A) White ","MV7N2HN/A","0","0","3"
"RAJARAMPURI 1","3087919","APPLE iPhone 13 -  128GB  Starlight","MLPG3HN/A","1","0","0"
"RAJARAMPURI 2","2221545","APPLE iPhone 11 - 128GB Purple","MHDM3HN/A","1","0","0"
"RAJARAMPURI 2","2221545","APPLE iPhone 11 - 64GB Black","MHDA3HN/A","1","0","0"
"RAJARAMPURI 2","2221545","APPLE iPhone 11 - 64GB Green","MHDG3HN/A","2","0","1"
"RAJARAMPURI 2","2221545","APPLE iPhone 12 - 128GB Black","MGJA3HN/A","1","0","0"
"RAJARAMPURI 2","2221545","APPLE iPhone 12 - 128GB Blue","MGJE3HN/A","1","0","0"
"RAJARAMPURI 2","2221545","APPLE iPhone 12 Pro Max - 256GB Pacific Blue ","MGDF3HN/A","1","0","0"
"RAJARAMPURI 2","2221545","APPLE iPhone 12 Pro - 256GB Graphite","MGMP3HN/A","0","0","1"
"RAJARAMPURI 2","2221545","APPLE iPhone 12 Pro Max - 256GB Graphite

","MGDC3HN/A","1","0","0"
"RAJARAMPURI 2","2221545","APPLE iPhone 12 Pro - 128GB Silver","MGML3HN/A","1","0","0"
"RAJARAMPURI 2","2221545","APPLE iPhone 12 Pro - 128GB Pacific Blue","MGMN3HN/A","1","0","0"
"RAJARAMPURI 2","2221545","APPLE Watch Series 6 GPS 40mm (PRODUCT)RED Aluminium Case with (PRODUCT)RED Sport Band - M00A3HN/A","M00A3HN/A","0","0","1"
"RAJARAMPURI 2","2221545","APPLE 10.9-inch iPad Air Wi-Fi - 64GB Sky Blue - MYFQ2HN/A","MYFQ2HN/A","0","0","1"
"RAJARAMPURI 2","2221545","APPLE AirPods with Charging Case (MV7N2HN/A) White ","MV7N2HN/A","1","0","5"
"RAJARAMPURI 2","2221545","APPLE AirPods pro with Wireless Charging Case (MWP22HN/A) White","MWP22HN/A","2","0","1"
"RAJARAMPURI 2","2221545","APPLE Watch Series 5 GPS + Cellular 40mm Stainless Steel Case with Stainless Steel Milanese Loop - MWX52HN/A","MWX52HN/A","0","0","1"
"RAJARAMPURI 2","2221545","APPLE iPad Pro (3rd Generation) 11 inch Wi-Fi + Cellular -  256GB  Space grey  MHW73HN/A","MHW73HN/A","0","0","1"
"RAJARAMPURI 2","2221545","APPLE iPhone 13 -  128GB  Starlight","MLPG3HN/A","1","0","0"
"RAJARAMPURI 2","2221545","APPLE iPhone 13 -  128GB  Pink","MLPH3HN/A","1","0","0"
"RAJARAMPURI 2","2221545","APPLE iPhone 13 -  128GB  Blue","MLPK3HN/A","1","0","0"
"RAJARAMPURI 2","2221545","APPLE iPhone 13 -  256GB  Blue","MLQA3HN/A","1","0","0"
"RAJARAMPURI 2","2221545","APPLE iPhone 13 Mini -  128GB  Midnight","MLK03HN/A","1","0","0"
"RAJARAMPURI 2","2221545","APPLE iPhone 13 Pro -  128GB  Graphite","MLV93HN/A","1","0","0"
"RAJARAMPURI 2","2221545","APPLE iPhone 13 Pro Max -  256GB  Gold","MLLD3HN/A","1","0","0"
"RAJARAMPURI 2","2221545","APPLE Watch SE GPS + Cellular 44mm  Space Gray Aluminium Midnight Sport Band - MKT33HN/A","MKT33HN/A","0","0","1"
