CTRL	2119880	060704780001000	ISL	20211008120010	20211008120010	SSCOMMUNICATION	IN	UTF-8
HDR	20211008	2119880	T2
DTL	MLVC3HN/A	353084304727842			KOLHAPUR		20211008	INV/IN/2021-22/GDRW/2555	20211005
DTL	MK2K3HN/A			DGCWRP47GH	KOLHAPUR		20211008	INV/IN/2021-22/GDRW/2556	20211006
DTL	MK2K3HN/A			WH2YM7VQ4R	KOLHAPUR		20211008	INV/IN/2021-22/GDRW/2556	20211006
DTL	MK2K3HN/A			DM659F0R6N	KOLHAPUR		20211008	INV/IN/2021-22/GDRW/2556	20211006
DTL	MK2L3HN/A			WHK0WNYK7M	KOLHAPUR		20211008	INV/IN/2021-22/GDRW/2556	20211006
DTL	MK2N3HN/A 			JXFVQCVN7W	KOLHAPUR		20211008	INV/IN/2021-22/GDRW/2556	20211006
DTL	MK2N3HN/A 			LYJQN4FFWJ	KOLHAPUR		20211008	INV/IN/2021-22/GDRW/2556	20211006
DTL	MLPF3HN/A	356706924652672			KOLHAPUR		20211008	INV/IN/2021-22/GDRW/2562	20211004
DTL	MLPF3HN/A	356706925646541			KOLHAPUR		20211008	INV/IN/2021-22/GDRW/2562	20211004
DTL	MLPF3HN/A	356706926376221			KOLHAPUR		20211008	INV/IN/2021-22/GDRW/2562	20211004
DTL	MLPF3HN/A	356706924537923			KOLHAPUR		20211008	INV/IN/2021-22/GDRW/2562	20211004
DTL	MLPF3HN/A	356706925139935			KOLHAPUR		20211008	INV/IN/2021-22/GDRW/2562	20211004
DTL	MLPG3HN/A	356706925947337			KOLHAPUR		20211008	INV/IN/2021-22/GDRW/2562	20211004
DTL	MLPJ3HN/A	356706924557863			KOLHAPUR		20211008	INV/IN/2021-22/GDRW/2562	20211004
DTL	MLPK3HN/A	356706925747216			KOLHAPUR		20211008	INV/IN/2021-22/GDRW/2562	20211004
DTL	MLVD3HN/A	353084306894830			KOLHAPUR		20211008	INV/IN/2021-22/GDRW/2563	20211005
DTL	MLVD3HN/A	353084306717577			KOLHAPUR		20211008	INV/IN/2021-22/GDRW/2563	20211005
DTL	MLVD3HN/A	353084306775567			KOLHAPUR		20211008	INV/IN/2021-22/GDRW/2563	20211005
DTL	MLL83HN/A	353652738583682			KOLHAPUR		20211008	INV/IN/2021-22/GDRW/2563	20211005
DTL	MLVD3HN/A	350367272221556			KOLHAPUR		20211008	INV/IN/2021-22/GDRW/2564	20211004
