"784","VIVO X50 8GB 128GB Frost Blue","866386049249135","1","OSHIWARA","Mobiles","VIVO","35500","32200","39990","New Godown"
"1529","ANURON Led Tv 3200N ACE 32 Inch","Ean3200n20190901030","1","GANDHINAGAR Warehouse","TV","ANURON","11500","8500","11990","New Godown"
"1529","ANURON Led Tv 3200N ACE 32 Inch","Ean3200n20190901038","1","GANDHINAGAR Warehouse","TV","ANURON","11500","8500","11990","New Godown"
"1529","ANURON Led Tv 3200N ACE 32 Inch","Ean3200n20190901061","1","GANDHINAGAR Warehouse","TV","ANURON","11500","8500","11990","New Godown"
"1529","ANURON Led Tv 3200N ACE 32 Inch","Ean3200n20190901066","1","GANDHINAGAR Warehouse","TV","ANURON","11500","8500","11990","New Godown"
"1648","ANURON 3200S 32 Inch","EAN3200S20190900003","1","GANDHINAGAR Warehouse","TV","ANURON","17990","9500","18990","New Godown"
"1648","ANURON 3200S 32 Inch","EAN3200S20190900034","1","GANDHINAGAR Warehouse","TV","ANURON","17990","9500","18990","New Godown"
"1648","ANURON 3200S 32 Inch","EAN3200S20190900083","1","GANDHINAGAR Warehouse","TV","ANURON","17990","9500","18990","New Godown"
"1648","ANURON 3200S 32 Inch","EAN3200S20191000128","1","GANDHINAGAR Warehouse","TV","ANURON","17990","9500","18990","New Godown"
"1648","ANURON 3200S 32 Inch","EAN3200S20191000403","1","GANDHINAGAR Warehouse","TV","ANURON","17990","9500","18990","New Godown"
"1537","ANURON LED TV 4000S 40 Inch","HAN4000S20190600337","1","GANDHINAGAR Warehouse","TV","ANURON","17990","16000","18990","New Godown"
"1537","ANURON LED TV 4000S 40 Inch","HAN4000S20190700428","1","GANDHINAGAR Warehouse","TV","ANURON","17990","16000","18990","New Godown"
"1537","ANURON LED TV 4000S 40 Inch","HAN4000S20190700432","1","GANDHINAGAR Warehouse","TV","ANURON","17990","16000","18990","New Godown"
"1105","APPLE Homepod Mini (MY5G2HN/A) - - Space grey","SH0KDMB4JPQ1H","1","SHAHUPURI","Mobiles","APPLE","9900","9550","9900","New Godown"
"1105","APPLE Homepod Mini (MY5G2HN/A) - - Space grey","SH0KDR2QJPQ1H","1","SANGLI 1","Mobiles","APPLE","9900","9550","9900","New Godown"
"1106","APPLE Homepod Mini (MY5H2HN/A) - - White","SH0KDL842PQ1J","1","RAJARAMPURI 2","Mobiles","APPLE","9900","9550","9900","New Godown"
"650","APPLE iPhone XR - 128GB Black","356461109547079","1","NAGAR 3","Mobiles","APPLE","44999","43000","57800","New Godown"
"639","LAVA A5 Blue / Silver","351403691531538","1","ISLAMPUR 3","Mobiles","LAVA","1300","1180","1499","New Godown"
"456","LENOVO Tab M8 8505X WiFi + CELL 2GB 32GB Iron Grey","1SZA5H0132INHA15FQ70","1","BHAYANDER WEST","Mobiles","LENOVO","11700","10500","18000","New Godown"
"1047","REDMI Note 8 Pro 6GB 64GB Halo White","869646049958374","1","MIRA ROAD East","Mobiles","REDMI","15200","14700","16600","New Godown"
"230","REDMI Note 8 Pro 6GB 64GB Shadow Black","861762045722033","1","GADHINGLAJ","Mobiles","REDMI","15200","14700","16600","New Godown"
"468","RELIANCE JIO F271I Black","911662557176067","1","RATNAGIRI 2","Mobiles","RELIANCE JIO","700","600","750","New Godown"
"471","RELIANCE JIO LYF F220B -","911661904668339","1","SHAHUPURI","Mobiles","RELIANCE JIO","750","650","750","New Godown"
"1420","SAMSUNG Galaxy A51 6GB 128GB Prism Crush Blue","355255116530925","1","SANGLI 1","Mobiles","SAMSUNG","21200","19700","27999","New Godown"
"966","SAMSUNG Galaxy A70s 8GB 128GB Prism Crush White","359753102601748","1","VITA 2","Mobiles","SAMSUNG","23500","23000","33100","New Godown"
"319","SAMSUNG Galaxy M51 8GB 128GB Electric Blue","353516160985170","1","NAGAR 3","Mobiles","SAMSUNG","25600","24300","30999","New Godown"
"1429","SAMSUNG Galaxy Note 20 8GB 256GB Mystic Blue (Diwali Edition)","356214463382645","1","JATH","Mobiles","SAMSUNG","49999","44500","86000","New Godown"
"1447","APPLE Watch Series 6 GPS 40mm (PRODUCT)RED Aluminium Case with (PRODUCT)RED Sport Band - M00A3HN/A","SGY6DD0FKQ1RL","1","RAJARAMPURI 2","Mobiles","APPLE","35990","34370","40900","New Godown"
"1537","ANURON LED TV 4000S 40 Inch","HAN4000S20190700399","1","RAJARAMPURI 2","TV","ANURON","17990","16000","18990","New Godown"
"1537","ANURON LED TV 4000S 40 Inch","HAN4000S20190700609","1","RAJARAMPURI 2","TV","ANURON","17990","16000","18990","New Godown"
"1538","ANURON LED TV 5000S 50 Inch","HAN5000S20190700326","1","RAJARAMPURI 2","TV","ANURON","0","0","0","New Godown"
"459","MICROMAX X412 Black and Grey","911595709111659","1","RAJARAMPURI 2","Mobiles","MICROMAX","750","620","750","New Godown"
"443","LAVA A1 Glossy Blue","351981116699113","1","RAJARAMPURI 2","Mobiles","LAVA","1300","910","1159","New Godown"
"1771","REALME C15 3GB 32GB Power Silver","860791040098470","1","REALME Kolhapur","Mobiles","REALME","10500","9900","11999","New Godown"
"1635","APPLE Watch Series 5 GPS + Cellular 40mm Stainless Steel Case with Stainless Steel Milanese Loop - MWX52HN/A","SFHLZ62M7MLD6","1","RAJARAMPURI 2","Mobiles","APPLE","47900","45745","52900","New Godown"
"1125","I Ball Slide Skye 03 Tablet 1GB 8GB Graphite Black","911646950553683","1","RAJARAMPURI 2","Mobiles","iBall","4699","4250","6999","New Godown"
"1527","iBall Slide DD 1GB 8GB Star Grey","911640750102858","1","RAJARAMPURI 2","Mobiles","iBall","8800","7900","8800","New Godown"
"1527","iBall Slide DD 1GB 8GB Star Grey","922640750114515","1","RAJARAMPURI 2","Mobiles","iBall","8800","7900","8800","New Godown"
"827","LAVA A1 Black","911642404398403","1","RAJARAMPURI 2","Mobiles","LAVA","1300","910","1159","New Godown"
"1231","OPPO Wireless Speaker OBMC02 ","D6200550A1D024670","1","RAJARAMPURI 2","Accessories","OPPO","500","300","500","New Godown"
"1231","OPPO Wireless Speaker OBMC02 ","D6200550A1D029511","1","RAJARAMPURI 2","Accessories","OPPO","500","300","500","New Godown"
"1231","OPPO Wireless Speaker OBMC02 ","D6200550A1D029516","1","RAJARAMPURI 2","Accessories","OPPO","500","300","500","New Godown"
"896","REALME 7 Pro 8GB 128GB Mirror Blue","861504059800119","1","GANDHINAGAR","Mobiles","REALME","22999","21700","22999","New Godown"
"1011","REALME X2 Pro 6GB 64GB Neptune Blue","861000042887594","1","RAJARAMPURI 2","Mobiles","REALME","30500","27000","30500","New Godown"
"1015","REALME X50 Pro 5G 8GB 128GB Moss Green","863606040188757","1","RAJARAMPURI 2","Mobiles","REALME","42999","41200","42999","New Godown"
"1029","REDMI K20 6GB 64GB Pearl White","866772044458732","1","SHIVAJI ROAD","Mobiles","REDMI","23500","22700","24000","New Godown"
"1235","SAMSUNG 10W 1-Port USB UV Sterilizer (GP-TOU020SABWI) ","S/N:IFMM200723922","1","RAJARAMPURI 2","Accessories","SAMSUNG","3000","2600","14500","New Godown"
"1235","SAMSUNG 10W 1-Port USB UV Sterilizer (GP-TOU020SABWI) ","S/N:IFMM200724385","1","RAJARAMPURI 2","Accessories","SAMSUNG","3000","2600","14500","New Godown"
"1313","REALME C15 S 3GB 32GB Power Blue","866718053604997","1","RAJARAMPURI 2","Mobiles","REALME","10500","9900","11999","New Godown"
"1314","REALME C15 4GB 64GB Power Silver","860791042883598","1","RAJARAMPURI 2","Mobiles","REALME","11500","10900","12999","New Godown"
"1623","MEGAGATE T580(310) White","351882079285314","1","SHAHUPURI","Mobiles","MEGAGATE","600","480","600","New Godown"
"461","MICROMAX X512 Blue","358705104375920","1","SHAHUPURI","Mobiles","MICROMAX","900","800","1000","New Godown"
"462","MICROMAX X809 Black","358488101338544","1","SHAHUPURI","Mobiles","MICROMAX","1400","1100","1500","New Godown"
"1531","MU LED TV (MU5000S) 50 Inch","S50UHD5000S20190200021","1","KANKAVALI 1","TV","MU","17999","17500","41990","New Godown"
"469","RELIANCE JIO F50Y -","911591209906078","1","SHAHUPURI","Mobiles","RELIANCE JIO","800","650","800","New Godown"
"470","RELIANCE JIO F90 -","911623358888664","1","SHAHUPURI","Mobiles","RELIANCE JIO","750","650","750","New Godown"
"476","RELIANCE JIO PHONE F120B SPECIFICATIONS -","911633759556661","1","SHAHUPURI","Mobiles","RELIANCE JIO","750","650","1500","New Godown"
"658","Smart TV ITEL HD Smart TV (I4314IE) 43''","01C7ITVFD700F01623","1","SHAHUPURI","TV","ITEL","23200","21900","23999","New Godown"
"442","LAVA A1 Glossy Black","351518873508770","1","SHAHUPURI","Mobiles","LAVA","1300","910","1159","New Godown"
"442","LAVA A1 Glossy Black","356999253098357","1","SHAHUPURI","Mobiles","LAVA","1300","910","1159","New Godown"
"683","MICROMAX Micromax Bolt A24 - - Black","911452852181966","1","SHAHUPURI","Mobiles","MICROMAX","0","0","0","New Godown"
"700","PANASONIC (Refurbished) P75 - - Gold","351980081321331","1","SHAHUPURI","Mobiles","PANASONIC","0","0","3099","New Godown"
"1102","SWIPE (Refurbished) Elite Star 1GB 8GB White","911547450598568","1","SHAHUPURI","Mobiles","SWIPE","1799","1799","1799","New Godown"
"1102","SWIPE (Refurbished) Elite Star 1GB 8GB White","911547451199788","1","SHAHUPURI","Mobiles","SWIPE","1799","1799","1799","New Godown"
"1103","SWIPE (Refurbished) KONNECT 5.1 - - -","911468250334742","1","SHAHUPURI","Mobiles","SWIPE","2099","2099","2099","New Godown"
"1529","ANURON Led Tv 3200N ACE 32 Inch","Ean3200n20190901050","1","MUDHAL TITTA","TV","ANURON","11500","8500","11990","New Godown"
"1105","APPLE Homepod Mini (MY5G2HN/A) - - Space grey","SH0KDM57TPQ1H","1","PANAJI","Mobiles","APPLE","9900","9550","9900","New Godown"
"1644","APPLE Watch Series 4 GPS 40mm Space Grey Aluminium Case with Black Sport Band - MU662HN/A","SFH7YP1Q2KDH3","1","SHAHUPURI","Mobiles","APPLE","35990","34370","40900","New Godown"
"1072","HONAR Media pad T3 8 Tab 2GB 16GB Gold","866664031098755","1","SHAHUPURI","Mobiles","HONAR","10999","10000","13999","New Godown"
"1131","INTEX Aqua Costa 2GB 8GB Grey","911528300527981","1","SHAHUPURI","Mobiles","INTEX","0","0","0","New Godown"
"816","ITEL IT2161 Deep Blue","354290114385882","1","SHAHUPURI","Mobiles","ITEL","750","600","850","New Godown"
"817","ITEL IT2171 City Blue","355107111750869","1","SHAHUPURI","Mobiles","ITEL","1100","730","1100","New Godown"
"832","LAVA Hero 600 Blue / Gold","352667115054314","1","SHAHUPURI","Mobiles","LAVA","800","665","900","New Godown"
"839","LAVA Z92 3GB 32GB Ocean Blue","911642100249330","1","SHAHUPURI","Mobiles","LAVA","9999","9000","12500","New Godown"
