"1269","63","6","1","2021-12-03","SR2122/SHAH/0072","21-22/SHAH/10223","APPLE iPhone 13 Mini -  128GB  Starlight","350424819774488",NULL,"1243","1","1","1172","2274","23","1","69900","0","118474.57627119","69900","9","9","0","10662.711864407","10662.711864407","0","21325.423728814","139800","0","343076","817","1",NULL
"1270","63","6","1","2021-12-03","SR2122/SHAH/0072","21-22/SHAH/10223","APPLE iPhone 13 Mini -  128GB  Starlight","350424819873025",NULL,"1243","1","1","1172","2274","23","1","69900","0","118474.57627119","69900","9","9","0","10662.711864407","10662.711864407","0","21325.423728814","139800","0","343077","817","1",NULL
"1302","63","6","1","2021-12-03","SR2122/SHAH/0081","21-22/SHAH/10220","APPLE iPhone 13 Mini -  128GB  Starlight","350424819567114",NULL,"1253","1","1","1172","2274","23","1","69900","0","118474.57627119","139800","9","9","0","10662.711864407","10662.711864407","0","21325.423728814","139800","0","343134","817","1",NULL
"1303","63","6","1","2021-12-03","SR2122/SHAH/0081","21-22/SHAH/10220","APPLE iPhone 13 Mini -  128GB  Starlight","350424819410364",NULL,"1253","1","1","1172","2274","23","1","69900","0","118474.57627119","139800","9","9","0","10662.711864407","10662.711864407","0","21325.423728814","139800","0","343135","817","1",NULL
"1306","63","6","1","2021-12-03","SR2122/SHAH/0082","21-22/SHAH/10221","APPLE iPhone 13 Mini -  128GB  Starlight","350424819825231",NULL,"1254","1","1","1172","2274","23","1","69900","0","118474.57627119","139800","9","9","0","10662.711864407","10662.711864407","0","21325.423728814","139800","0","343138","817","1",NULL
"1307","63","6","1","2021-12-03","SR2122/SHAH/0082","21-22/SHAH/10221","APPLE iPhone 13 Mini -  128GB  Starlight","350424819846732",NULL,"1254","1","1","1172","2274","23","1","69900","0","118474.57627119","139800","9","9","0","10662.711864407","10662.711864407","0","21325.423728814","139800","0","343139","817","1",NULL
"1308","63","6","1","2021-12-03","SR2122/SHAH/0082","21-22/SHAH/10221","APPLE iPhone 11 - 64GB White","351082463251523",NULL,"1254","1","1","6","11","23","1","51000","0","86440.677966102","102000","9","9","0","7779.6610169491","7779.6610169491","0","15559.322033898","102000","0","343140","817","1",NULL
"1309","63","6","1","2021-12-03","SR2122/SHAH/0082","21-22/SHAH/10221","APPLE iPhone 11 - 64GB White","354746822264222",NULL,"1254","1","1","6","11","23","1","51000","0","86440.677966102","102000","9","9","0","7779.6610169491","7779.6610169491","0","15559.322033898","102000","0","343141","817","1",NULL
"1353","63","6","1","2021-12-03","SR2122/SHAH/0091","21-22/SHAH/10225","APPLE iPhone 12 - 128GB Black","353037112892745",NULL,"1263","1","1","11","754","23","1","72000","0","122033.89830508","144000","9","9","0","10983.050847458","10983.050847458","0","21966.101694915","144000","0","343156","817","1",NULL
"1354","63","6","1","2021-12-03","SR2122/SHAH/0091","21-22/SHAH/10225","APPLE iPhone 12 - 128GB Black","353031114401977",NULL,"1263","1","1","11","754","23","1","72000","0","122033.89830508","144000","9","9","0","10983.050847458","10983.050847458","0","21966.101694915","144000","0","343157","817","1",NULL
"1357","63","6","1","2021-12-03","SR2122/SHAH/0092","21-22/SHAH/10224","APPLE iPhone 13 Mini -  128GB  Starlight","350424819077924",NULL,"1264","1","1","1172","2274","23","1","69900","0","118474.57627119","139800","9","9","0","10662.711864407","10662.711864407","0","21325.423728814","139800","0","343151","817","1",NULL
"1358","63","6","1","2021-12-03","SR2122/SHAH/0092","21-22/SHAH/10224","APPLE iPhone 13 Mini -  128GB  Starlight","350424819523307",NULL,"1264","1","1","1172","2274","23","1","69900","0","118474.57627119","139800","9","9","0","10662.711864407","10662.711864407","0","21325.423728814","139800","0","343152","817","1",NULL
"1361","63","6","1","2021-12-03","SR2122/SHAH/0093","21-22/SHAH/10222","APPLE iPhone 13 Mini -  128GB  Starlight","350424819674779",NULL,"1265","1","1","1172","2274","23","1","69900","0","118474.57627119","139800","9","9","0","10662.711864407","10662.711864407","0","21325.423728814","139800","0","343144","817","1",NULL
"1362","63","6","1","2021-12-03","SR2122/SHAH/0093","21-22/SHAH/10222","APPLE iPhone 13 Mini -  128GB  Starlight","350424819644780",NULL,"1265","1","1","1172","2274","23","1","69900","0","118474.57627119","139800","9","9","0","10662.711864407","10662.711864407","0","21325.423728814","139800","0","343145","817","1",NULL
"1363","63","6","2","2021-12-03","SR2122/SHAH/0093","21-22/SHAH/10222","APPLE Watch Series 7 GPS 45mm  Midnight Aluminium Sport Band - MKN53HN/A","SD77FF4CWGV",NULL,"1265","1","31","1235","2548","23","1","44900","0","76101.694915254","89800","9","9","0","6849.1525423729","6849.1525423729","0","13698.305084746","89800","0","343146","817","1",NULL
"1364","63","6","2","2021-12-03","SR2122/SHAH/0093","21-22/SHAH/10222","APPLE Watch Series 7 GPS 45mm  Midnight Aluminium Sport Band - MKN53HN/A","SY5R9X004HX",NULL,"1265","1","31","1235","2548","23","1","44900","0","76101.694915254","89800","9","9","0","6849.1525423729","6849.1525423729","0","13698.305084746","89800","0","343147","817","1",NULL
