"1324","63","6","2","2021-12-03","SR2122/SHAH/0085","21-22/SHAH/10230","APPLE Watch Series 7 GPS 45mm  Midnight Aluminium Sport Band - MKN53HN/A","SY6MNPXG7T7",NULL,"1257","1","31","1235","2548","23","1","44900","0","38050.847457627","44900","9","9","0","3424.5762711864","3424.5762711864","0","6849.1525423729","44900","0","343198","817","1",NULL
"1364","63","6","2","2021-12-03","SR2122/SHAH/0093","21-22/SHAH/10222","APPLE Watch Series 7 GPS 45mm  Midnight Aluminium Sport Band - MKN53HN/A","SY5R9X004HX",NULL,"1265","1","31","1235","2548","23","1","44900","0","76101.694915254","89800","9","9","0","6849.1525423729","6849.1525423729","0","13698.305084746","89800","0","343147","817","1",NULL
"1319","63","6","2","2021-12-03","SR2122/SHAH/0084","21-22/SHAH/10231","APPLE Watch Series 7 GPS 45mm  Midnight Aluminium Sport Band - MKN53HN/A","SXXP7543JHX",NULL,"1256","1","31","1235","2548","23","1","44900","0","38050.847457627","44900","9","9","0","3424.5762711864","3424.5762711864","0","6849.1525423729","44900","0","343207","817","1",NULL
"1222","63","6","2","2021-12-03","SR2122/SHAH/0063","21-22/SHAH/10236","APPLE Macbook Pro 14-inch With Apple M1 SL M1/10C CPU/16C GPU/16GB/1TB - MKGT3HN/A  Silver","SXJ230M79K0",NULL,"1232","7","39","1247","2575","23","1","213990","0","203305.08474576","239900","9","9","0","18297.457627119","18297.457627119","0","36594.915254237","239900","0","343010","817","1",NULL
"1388","63","6","2","2021-12-03","SR2122/SHAH/0096","21-22/SHAH/10064","APPLE AirPods (3rd generation) - MME73HN/A White","SXF99J1GQ69",NULL,"1272","1","33","1241","2543","23","1","18500","0","15677.966101695","18500","9","9","0","1411.0169491525","1411.0169491525","0","2822.0338983051","18500","0","343040","817","1",NULL
"1223","63","6","2","2021-12-03","SR2122/SHAH/0063","21-22/SHAH/10236","APPLE Macbook Pro 14-inch With Apple M1 SL M1/10C CPU/16C GPU/16GB/1TB - MKGT3HN/A  Silver","SX9Y6L5C9XR",NULL,"1232","7","39","1247","2575","23","1","213990","0","203305.08474576","239900","9","9","0","18297.457627119","18297.457627119","0","36594.915254237","239900","0","343011","817","1",NULL
"1383","63","6","2","2021-12-03","SR2122/SHAH/0095","21-22/SHAH/10064","APPLE AirPods (3rd generation) - MME73HN/A White","SX3TT4THVVQ",NULL,"1270","1","33","1241","2543","23","1","18500","0","15677.966101695","18500","9","9","0","1411.0169491525","1411.0169491525","0","2822.0338983051","18500","0","343038","817","1",NULL
"1268","63","6","2","2021-12-03","SR2122/SHAH/0072","21-22/SHAH/10223","APPLE Watch Series 7 GPS 45mm  Midnight Aluminium Sport Band - MKN53HN/A","SWLP9J6VQP4",NULL,"1243","1","31","1235","2548","23","1","44900","0","38050.847457627","44900","9","9","0","3424.5762711864","3424.5762711864","0","6849.1525423729","44900","0","343075","817","1",NULL
"1310","63","6","2","2021-12-03","SR2122/SHAH/0082","21-22/SHAH/10221","APPLE Watch Series 7 GPS 45mm  Midnight Aluminium Sport Band - MKN53HN/A","SVDL4QQMWVV",NULL,"1254","1","31","1235","2548","23","1","44900","0","38050.847457627","44900","9","9","0","3424.5762711864","3424.5762711864","0","6849.1525423729","44900","0","343142","817","1",NULL
"1355","63","6","2","2021-12-03","SR2122/SHAH/0091","21-22/SHAH/10225","APPLE Watch Series 7 GPS 45mm  Midnight Aluminium Sport Band - MKN53HN/A","STQ0F1YXX2F",NULL,"1263","1","31","1235","2548","23","1","44900","0","38050.847457627","44900","9","9","0","3424.5762711864","3424.5762711864","0","6849.1525423729","44900","0","343158","817","1",NULL
"1356","63","6","2","2021-12-03","SR2122/SHAH/0092","21-22/SHAH/10224","APPLE Watch Series 7 GPS 45mm  Midnight Aluminium Sport Band - MKN53HN/A","ST1JH70W54F",NULL,"1264","1","31","1235","2548","23","1","44900","0","38050.847457627","44900","9","9","0","3424.5762711864","3424.5762711864","0","6849.1525423729","44900","0","343150","817","1",NULL
"1245","63","6","2","2021-12-03","SR2122/SHAH/0067","21-22/SHAH/10066","APPLE AirPods (3rd generation) - MME73HN/A White","SRWDQ3522TN",NULL,"1237","1","33","1241","2543","23","1","18500","0","15677.966101695","18500","9","9","0","1411.0169491525","1411.0169491525","0","2822.0338983051","18500","0","343055","817","1",NULL
"1221","63","6","2","2021-12-03","SR2122/SHAH/0063","21-22/SHAH/10236","APPLE Macbook Pro 14-inch With Apple M1 SL M1/10C CPU/16C GPU/16GB/1TB - MKGT3HN/A  Silver","SPQ7RK4F9TT",NULL,"1232","7","39","1247","2575","23","1","213990","0","203305.08474576","239900","9","9","0","18297.457627119","18297.457627119","0","36594.915254237","239900","0","343009","817","1",NULL
"1387","63","6","2","2021-12-03","SR2122/SHAH/0096","21-22/SHAH/10064","APPLE AirPods (3rd generation) - MME73HN/A White","SMQ06P72GJK",NULL,"1272","1","33","1241","2543","23","1","18500","0","15677.966101695","18500","9","9","0","1411.0169491525","1411.0169491525","0","2822.0338983051","18500","0","343039","817","1",NULL
"1337","63","6","2","2021-12-03","SR2122/SHAH/0088","21-22/SHAH/10228","APPLE Watch Series 7 GPS 45mm  Midnight Aluminium Sport Band - MKN53HN/A","SKVWT79NWWD",NULL,"1260","1","31","1235","2548","23","1","44900","0","38050.847457627","44900","9","9","0","3424.5762711864","3424.5762711864","0","6849.1525423729","44900","0","343173","817","1",NULL
